PARAM_ID,STEP_ID,TEMPERATURE,PRESSURE,SPEED,DURATION,ADDITIONAL_PARAMS
PARAM-020049,STEP-020049,24.6,,,50,{}
PARAM-020050,STEP-020050,20.7,86.2,,338,{}
PARAM-020051,STEP-020051,23.7,297.4,,111,{}
PARAM-020052,STEP-020052,21.7,,,38,{}
PARAM-020053,STEP-020053,32.6,,1462.1,36,{}
PARAM-020054,STEP-020054,1641.6,,14.1,297,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-020055,STEP-020055,879.3,,,3711,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-020056,STEP-020056,76.0,40.1,,232,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.5}"
PARAM-020057,STEP-020057,23.4,75.3,,406,{}
PARAM-020058,STEP-020058,24.6,,,41,{}
PARAM-020059,STEP-020059,23.7,85.3,,252,{}
PARAM-020060,STEP-020060,23.3,149.0,,97,{}
PARAM-020061,STEP-020061,20.2,,,33,{}
PARAM-020062,STEP-020062,31.0,,1218.0,143,{}
PARAM-020063,STEP-020063,1548.7,,6.9,185,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-020064,STEP-020064,819.4,,,2788,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020065,STEP-020065,63.0,48.1,,204,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.4}"
PARAM-020066,STEP-020066,20.8,63.3,,404,{}
PARAM-020067,STEP-020067,23.4,,,52,{}
PARAM-020068,STEP-020068,24.0,93.4,,540,{}
PARAM-020069,STEP-020069,20.8,153.8,,124,{}
PARAM-020070,STEP-020070,24.2,,,34,{}
PARAM-020071,STEP-020071,25.5,,884.8,34,{}
PARAM-020072,STEP-020072,1597.9,,5.1,229,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-020073,STEP-020073,893.6,,,3345,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020074,STEP-020074,73.9,44.7,,257,"{""coating_type"": ""powder"", ""thickness_mil"": 2.8}"
PARAM-020075,STEP-020075,21.6,74.5,,270,{}
PARAM-020076,STEP-020076,22.7,,,55,{}
PARAM-020077,STEP-020077,23.1,71.6,,527,{}
PARAM-020078,STEP-020078,24.2,228.0,,158,{}
PARAM-020079,STEP-020079,20.3,,,46,{}
PARAM-020080,STEP-020080,33.5,,1093.9,135,{}
PARAM-020081,STEP-020081,1540.6,,6.0,253,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-020082,STEP-020082,887.1,,,3968,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020083,STEP-020083,62.4,32.8,,210,"{""coating_type"": ""powder"", ""thickness_mil"": 3.3}"
PARAM-020084,STEP-020084,22.7,55.4,,415,{}
PARAM-020085,STEP-020085,24.5,,,51,{}
PARAM-020086,STEP-020086,21.9,91.4,,263,{}
PARAM-020087,STEP-020087,22.2,124.8,,71,{}
PARAM-020088,STEP-020088,21.6,,,41,{}
PARAM-020089,STEP-020089,30.2,,1011.9,67,{}
PARAM-020090,STEP-020090,1712.8,,9.7,256,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020091,STEP-020091,878.6,,,3474,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020092,STEP-020092,64.3,44.3,,262,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.3}"
PARAM-020093,STEP-020093,23.7,55.5,,227,{}
PARAM-020094,STEP-020094,23.5,,,53,{}
PARAM-020095,STEP-020095,22.1,58.4,,568,{}
PARAM-020096,STEP-020096,23.1,350.5,,93,{}
PARAM-020097,STEP-020097,21.1,,,36,{}
PARAM-020098,STEP-020098,34.3,,1301.3,133,{}
PARAM-020099,STEP-020099,1709.3,,8.1,146,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020100,STEP-020100,869.4,,,3570,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-020101,STEP-020101,62.4,35.8,,298,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.4}"
PARAM-020102,STEP-020102,22.4,84.8,,346,{}
PARAM-020103,STEP-020103,22.0,,,53,{}
PARAM-020104,STEP-020104,21.5,96.9,,436,{}
PARAM-020105,STEP-020105,20.3,339.2,,69,{}
PARAM-020106,STEP-020106,24.9,,,69,{}
PARAM-020107,STEP-020107,32.7,,940.0,159,{}
PARAM-020108,STEP-020108,1770.2,,7.9,221,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020109,STEP-020109,897.3,,,3644,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020110,STEP-020110,63.1,33.1,,187,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.0}"
PARAM-020111,STEP-020111,21.6,95.4,,434,{}
PARAM-020112,STEP-020112,23.5,,,39,{}
PARAM-020113,STEP-020113,22.6,59.2,,392,{}
PARAM-020114,STEP-020114,21.3,124.8,,171,{}
PARAM-020115,STEP-020115,24.2,,,50,{}
PARAM-020116,STEP-020116,33.9,,1022.5,73,{}
PARAM-020117,STEP-020117,1667.2,,8.3,196,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020118,STEP-020118,887.3,,,3928,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020119,STEP-020119,78.8,33.6,,265,"{""coating_type"": ""powder"", ""thickness_mil"": 3.9}"
PARAM-020120,STEP-020120,24.2,91.3,,191,{}
PARAM-020121,STEP-020121,22.5,,,53,{}
PARAM-020122,STEP-020122,20.9,99.2,,549,{}
PARAM-020123,STEP-020123,21.2,408.4,,151,{}
PARAM-020124,STEP-020124,22.6,,,55,{}
PARAM-020125,STEP-020125,29.4,,829.5,139,{}
PARAM-020126,STEP-020126,1573.0,,9.6,252,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020127,STEP-020127,856.7,,,3364,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020128,STEP-020128,77.0,48.8,,156,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.0}"
PARAM-020129,STEP-020129,20.5,85.0,,294,{}
PARAM-020130,STEP-020130,23.4,,,31,{}
PARAM-020131,STEP-020131,21.1,63.6,,497,{}
PARAM-020132,STEP-020132,22.6,155.3,,163,{}
PARAM-020133,STEP-020133,20.8,,,64,{}
PARAM-020134,STEP-020134,31.1,,1364.6,129,{}
PARAM-020135,STEP-020135,1769.1,,8.1,137,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-020136,STEP-020136,873.3,,,3601,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-020137,STEP-020137,62.8,48.0,,128,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.5}"
PARAM-020138,STEP-020138,21.1,97.1,,306,{}
PARAM-020139,STEP-020139,20.1,,,50,{}
PARAM-020140,STEP-020140,24.5,92.1,,586,{}
PARAM-020141,STEP-020141,20.9,348.7,,142,{}
PARAM-020142,STEP-020142,24.5,,,62,{}
PARAM-020143,STEP-020143,28.9,,1094.5,139,{}
PARAM-020144,STEP-020144,1661.7,,7.8,284,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-020145,STEP-020145,893.0,,,3548,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020146,STEP-020146,65.8,46.1,,197,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.9}"
PARAM-020147,STEP-020147,24.5,81.6,,227,{}
PARAM-020148,STEP-020148,20.3,,,45,{}
PARAM-020149,STEP-020149,24.8,52.9,,275,{}
PARAM-020150,STEP-020150,21.6,351.1,,153,{}
PARAM-020151,STEP-020151,22.3,,,32,{}
PARAM-020152,STEP-020152,28.8,,903.8,72,{}
PARAM-020153,STEP-020153,1635.2,,12.1,188,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020154,STEP-020154,860.6,,,3378,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020155,STEP-020155,70.9,35.4,,161,"{""coating_type"": ""powder"", ""thickness_mil"": 2.2}"
PARAM-020156,STEP-020156,23.0,59.4,,247,{}
PARAM-020157,STEP-020157,22.1,,,45,{}
PARAM-020158,STEP-020158,23.5,88.1,,285,{}
PARAM-020159,STEP-020159,22.4,447.2,,126,{}
PARAM-020160,STEP-020160,21.8,,,31,{}
PARAM-020161,STEP-020161,32.7,,842.9,116,{}
PARAM-020162,STEP-020162,1789.3,,7.7,181,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020163,STEP-020163,873.6,,,3539,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-020164,STEP-020164,69.5,33.8,,182,"{""coating_type"": ""powder"", ""thickness_mil"": 3.0}"
PARAM-020165,STEP-020165,24.2,97.5,,271,{}
PARAM-020166,STEP-020166,21.9,,,45,{}
PARAM-020167,STEP-020167,21.9,98.0,,400,{}
PARAM-020168,STEP-020168,22.2,125.7,,118,{}
PARAM-020169,STEP-020169,22.6,,,83,{}
PARAM-020170,STEP-020170,30.8,,1159.4,36,{}
PARAM-020171,STEP-020171,1655.8,,7.6,62,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020172,STEP-020172,852.9,,,3449,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020173,STEP-020173,71.1,38.6,,188,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.4}"
PARAM-020174,STEP-020174,22.6,62.7,,459,{}
PARAM-020175,STEP-020175,24.2,,,45,{}
PARAM-020176,STEP-020176,23.2,71.1,,344,{}
PARAM-020177,STEP-020177,24.8,375.0,,69,{}
PARAM-020178,STEP-020178,22.7,,,48,{}
PARAM-020179,STEP-020179,32.1,,1495.4,118,{}
PARAM-020180,STEP-020180,1576.2,,13.7,149,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020181,STEP-020181,810.1,,,2721,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-020182,STEP-020182,62.8,34.7,,281,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.0}"
PARAM-020183,STEP-020183,23.2,60.8,,412,{}
PARAM-020184,STEP-020184,24.1,,,49,{}
PARAM-020185,STEP-020185,24.2,83.0,,429,{}
PARAM-020186,STEP-020186,20.3,461.9,,69,{}
PARAM-020187,STEP-020187,23.3,,,48,{}
PARAM-020188,STEP-020188,32.2,,1293.2,143,{}
PARAM-020189,STEP-020189,1531.5,,13.5,286,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-020190,STEP-020190,893.1,,,3121,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020191,STEP-020191,66.0,48.1,,254,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.5}"
PARAM-020192,STEP-020192,24.0,92.1,,477,{}
PARAM-020193,STEP-020193,20.1,,,56,{}
PARAM-020194,STEP-020194,24.6,94.3,,377,{}
PARAM-020195,STEP-020195,24.7,276.0,,63,{}
PARAM-020196,STEP-020196,22.3,,,49,{}
PARAM-020197,STEP-020197,27.9,,1451.6,85,{}
PARAM-020198,STEP-020198,1613.7,,11.4,296,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020199,STEP-020199,892.1,,,3047,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020200,STEP-020200,76.0,38.1,,203,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.0}"
PARAM-020201,STEP-020201,20.7,83.2,,300,{}
PARAM-020202,STEP-020202,21.8,,,31,{}
PARAM-020203,STEP-020203,24.4,57.9,,481,{}
PARAM-020204,STEP-020204,21.7,421.1,,129,{}
PARAM-020205,STEP-020205,20.1,,,53,{}
PARAM-020206,STEP-020206,34.8,,1014.1,62,{}
PARAM-020207,STEP-020207,1592.8,,9.1,119,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020208,STEP-020208,855.8,,,3585,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020209,STEP-020209,78.7,33.5,,161,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.6}"
PARAM-020210,STEP-020210,20.1,83.4,,369,{}
PARAM-020211,STEP-020211,23.0,,,55,{}
PARAM-020212,STEP-020212,23.4,68.1,,533,{}
PARAM-020213,STEP-020213,20.0,283.9,,117,{}
PARAM-020214,STEP-020214,24.7,,,49,{}
PARAM-020215,STEP-020215,34.0,,913.9,42,{}
PARAM-020216,STEP-020216,1604.1,,7.5,105,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-020217,STEP-020217,886.4,,,3062,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020218,STEP-020218,73.7,45.7,,232,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.5}"
PARAM-020219,STEP-020219,20.1,87.8,,241,{}
PARAM-020220,STEP-020220,24.2,,,47,{}
PARAM-020221,STEP-020221,22.8,53.0,,574,{}
PARAM-020222,STEP-020222,21.8,334.0,,78,{}
PARAM-020223,STEP-020223,23.5,,,65,{}
PARAM-020224,STEP-020224,26.0,,1210.3,133,{}
PARAM-020225,STEP-020225,1608.6,,6.8,120,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020226,STEP-020226,872.4,,,3532,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020227,STEP-020227,66.2,41.7,,181,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.6}"
PARAM-020228,STEP-020228,22.5,71.2,,248,{}
PARAM-020229,STEP-020229,21.9,,,50,{}
PARAM-020230,STEP-020230,21.2,98.2,,536,{}
PARAM-020231,STEP-020231,23.6,258.3,,134,{}
PARAM-020232,STEP-020232,24.6,,,71,{}
PARAM-020233,STEP-020233,25.7,,940.2,98,{}
PARAM-020234,STEP-020234,1568.3,,12.8,147,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020235,STEP-020235,813.6,,,2612,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020236,STEP-020236,60.6,40.7,,206,"{""coating_type"": ""powder"", ""thickness_mil"": 2.5}"
PARAM-020237,STEP-020237,23.2,50.7,,271,{}
PARAM-020238,STEP-020238,23.5,,,60,{}
PARAM-020239,STEP-020239,23.1,82.4,,333,{}
PARAM-020240,STEP-020240,21.1,452.5,,77,{}
PARAM-020241,STEP-020241,20.5,,,87,{}
PARAM-020242,STEP-020242,27.5,,1256.0,104,{}
PARAM-020243,STEP-020243,1583.4,,8.2,281,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020244,STEP-020244,823.1,,,2640,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020245,STEP-020245,70.3,35.8,,152,"{""coating_type"": ""powder"", ""thickness_mil"": 3.7}"
PARAM-020246,STEP-020246,20.9,82.3,,338,{}
PARAM-020247,STEP-020247,20.3,,,43,{}
PARAM-020248,STEP-020248,22.8,69.8,,296,{}
PARAM-020249,STEP-020249,22.6,399.3,,138,{}
PARAM-020250,STEP-020250,21.9,,,81,{}
PARAM-020251,STEP-020251,28.4,,871.6,63,{}
PARAM-020252,STEP-020252,1621.5,,12.2,138,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020253,STEP-020253,893.5,,,3987,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020254,STEP-020254,77.8,32.1,,252,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.2}"
PARAM-020255,STEP-020255,22.5,61.0,,389,{}
PARAM-020256,STEP-020256,22.2,,,57,{}
PARAM-020257,STEP-020257,22.9,66.1,,551,{}
PARAM-020258,STEP-020258,23.5,109.2,,85,{}
PARAM-020259,STEP-020259,22.4,,,37,{}
PARAM-020260,STEP-020260,34.6,,1344.3,95,{}
PARAM-020261,STEP-020261,1618.0,,10.1,265,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020262,STEP-020262,895.2,,,3772,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020263,STEP-020263,75.8,38.8,,143,"{""coating_type"": ""powder"", ""thickness_mil"": 3.9}"
PARAM-020264,STEP-020264,21.5,73.2,,349,{}
PARAM-020265,STEP-020265,23.1,,,41,{}
PARAM-020266,STEP-020266,23.4,76.8,,523,{}
PARAM-020267,STEP-020267,21.3,182.3,,74,{}
PARAM-020268,STEP-020268,21.1,,,51,{}
PARAM-020269,STEP-020269,29.9,,1293.7,64,{}
PARAM-020270,STEP-020270,1532.9,,13.4,204,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020271,STEP-020271,814.9,,,2617,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-020272,STEP-020272,63.6,35.7,,148,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.9}"
PARAM-020273,STEP-020273,24.1,74.3,,452,{}
PARAM-020274,STEP-020274,22.7,,,33,{}
PARAM-020275,STEP-020275,23.4,64.5,,537,{}
PARAM-020276,STEP-020276,23.7,118.0,,109,{}
PARAM-020277,STEP-020277,20.1,,,58,{}
PARAM-020278,STEP-020278,30.5,,1227.0,31,{}
PARAM-020279,STEP-020279,1565.9,,10.8,261,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020280,STEP-020280,891.8,,,3534,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020281,STEP-020281,69.4,47.2,,175,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.3}"
PARAM-020282,STEP-020282,22.4,53.0,,418,{}
PARAM-020283,STEP-020283,22.8,,,41,{}
PARAM-020284,STEP-020284,24.7,64.4,,532,{}
PARAM-020285,STEP-020285,21.6,254.4,,162,{}
PARAM-020286,STEP-020286,20.5,,,81,{}
PARAM-020287,STEP-020287,28.2,,1169.6,82,{}
PARAM-020288,STEP-020288,1591.0,,14.6,125,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020289,STEP-020289,870.8,,,3400,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020290,STEP-020290,79.3,30.4,,172,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.1}"
PARAM-020291,STEP-020291,24.2,98.2,,189,{}
PARAM-020292,STEP-020292,20.2,,,42,{}
PARAM-020293,STEP-020293,21.7,67.1,,351,{}
PARAM-020294,STEP-020294,20.5,498.8,,76,{}
PARAM-020295,STEP-020295,23.6,,,87,{}
PARAM-020296,STEP-020296,34.0,,1332.5,41,{}
PARAM-020297,STEP-020297,1603.4,,5.7,118,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-020298,STEP-020298,888.8,,,3292,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020299,STEP-020299,71.8,31.3,,185,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.2}"
PARAM-020300,STEP-020300,24.0,89.0,,391,{}
PARAM-020301,STEP-020301,20.3,,,60,{}
PARAM-020302,STEP-020302,21.1,69.8,,303,{}
PARAM-020303,STEP-020303,23.8,392.6,,152,{}
PARAM-020304,STEP-020304,21.0,,,31,{}
PARAM-020305,STEP-020305,28.7,,887.2,130,{}
PARAM-020306,STEP-020306,1547.6,,11.3,229,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-020307,STEP-020307,888.6,,,3330,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020308,STEP-020308,62.7,31.4,,207,"{""coating_type"": ""powder"", ""thickness_mil"": 3.3}"
PARAM-020309,STEP-020309,20.0,79.7,,327,{}
PARAM-020310,STEP-020310,23.0,,,53,{}
PARAM-020311,STEP-020311,23.7,64.5,,393,{}
PARAM-020312,STEP-020312,23.0,338.0,,145,{}
PARAM-020313,STEP-020313,23.2,,,47,{}
PARAM-020314,STEP-020314,29.0,,1289.2,133,{}
PARAM-020315,STEP-020315,1684.6,,13.9,290,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020316,STEP-020316,884.2,,,3251,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020317,STEP-020317,66.4,44.2,,168,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.5}"
PARAM-020318,STEP-020318,23.9,57.8,,426,{}
PARAM-020319,STEP-020319,20.6,,,44,{}
PARAM-020320,STEP-020320,20.6,96.5,,585,{}
PARAM-020321,STEP-020321,22.2,431.3,,138,{}
PARAM-020322,STEP-020322,20.1,,,44,{}
PARAM-020323,STEP-020323,32.6,,985.0,180,{}
PARAM-020324,STEP-020324,1711.3,,7.6,273,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020325,STEP-020325,885.8,,,3706,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020326,STEP-020326,64.1,33.2,,129,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.5}"
PARAM-020327,STEP-020327,21.0,52.0,,454,{}
PARAM-020328,STEP-020328,22.0,,,58,{}
PARAM-020329,STEP-020329,20.3,77.3,,318,{}
PARAM-020330,STEP-020330,22.4,460.3,,159,{}
PARAM-020331,STEP-020331,21.6,,,35,{}
PARAM-020332,STEP-020332,34.6,,1127.9,137,{}
PARAM-020333,STEP-020333,1514.1,,13.0,119,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-020334,STEP-020334,853.3,,,3319,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020335,STEP-020335,75.5,36.6,,216,"{""coating_type"": ""powder"", ""thickness_mil"": 3.2}"
PARAM-020336,STEP-020336,24.0,72.0,,365,{}
PARAM-020337,STEP-020337,20.4,,,51,{}
PARAM-020338,STEP-020338,21.8,64.3,,504,{}
PARAM-020339,STEP-020339,20.5,389.3,,75,{}
PARAM-020340,STEP-020340,20.1,,,64,{}
PARAM-020341,STEP-020341,30.3,,1480.5,158,{}
PARAM-020342,STEP-020342,1700.4,,6.0,191,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-020343,STEP-020343,852.0,,,3281,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020344,STEP-020344,77.0,49.3,,167,"{""coating_type"": ""powder"", ""thickness_mil"": 3.6}"
PARAM-020345,STEP-020345,22.8,87.9,,232,{}
PARAM-020346,STEP-020346,21.4,,,52,{}
PARAM-020347,STEP-020347,20.5,54.8,,481,{}
PARAM-020348,STEP-020348,24.2,331.1,,138,{}
PARAM-020349,STEP-020349,22.9,,,67,{}
PARAM-020350,STEP-020350,32.0,,1494.7,111,{}
PARAM-020351,STEP-020351,1609.3,,8.0,61,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020352,STEP-020352,884.4,,,3365,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020353,STEP-020353,71.5,40.4,,152,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.3}"
PARAM-020354,STEP-020354,20.7,78.3,,388,{}
PARAM-020355,STEP-020355,24.6,,,60,{}
PARAM-020356,STEP-020356,22.6,56.3,,386,{}
PARAM-020357,STEP-020357,20.4,146.7,,161,{}
PARAM-020358,STEP-020358,20.1,,,32,{}
PARAM-020359,STEP-020359,29.7,,1227.5,45,{}
PARAM-020360,STEP-020360,1550.6,,8.9,237,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-020361,STEP-020361,881.9,,,3979,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-020362,STEP-020362,79.6,48.9,,299,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.0}"
PARAM-020363,STEP-020363,21.5,55.9,,357,{}
PARAM-020364,STEP-020364,24.3,,,41,{}
PARAM-020365,STEP-020365,23.8,54.3,,276,{}
PARAM-020366,STEP-020366,20.9,282.6,,73,{}
PARAM-020367,STEP-020367,24.2,,,83,{}
PARAM-020368,STEP-020368,31.6,,1206.5,108,{}
PARAM-020369,STEP-020369,1521.7,,11.0,215,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020370,STEP-020370,853.9,,,3428,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-020371,STEP-020371,73.0,41.3,,227,"{""coating_type"": ""powder"", ""thickness_mil"": 3.3}"
PARAM-020372,STEP-020372,21.8,91.0,,376,{}
PARAM-020373,STEP-020373,23.3,,,53,{}
PARAM-020374,STEP-020374,23.1,93.8,,527,{}
PARAM-020375,STEP-020375,22.9,454.4,,109,{}
PARAM-020376,STEP-020376,23.6,,,30,{}
PARAM-020377,STEP-020377,30.7,,981.0,65,{}
PARAM-020378,STEP-020378,1549.2,,13.3,78,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020379,STEP-020379,854.8,,,3556,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-020380,STEP-020380,65.5,42.5,,190,"{""coating_type"": ""epoxy"", ""thickness_mil"": 2.1}"
PARAM-020381,STEP-020381,22.3,76.6,,249,{}
PARAM-020382,STEP-020382,21.4,,,59,{}
PARAM-020383,STEP-020383,20.3,70.2,,435,{}
PARAM-020384,STEP-020384,24.3,120.0,,117,{}
PARAM-020385,STEP-020385,23.3,,,51,{}
PARAM-020386,STEP-020386,33.5,,1259.0,95,{}
PARAM-020387,STEP-020387,1661.4,,11.9,268,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-020388,STEP-020388,812.8,,,2683,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-020389,STEP-020389,70.6,47.5,,134,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.2}"
PARAM-020390,STEP-020390,20.8,92.3,,443,{}
PARAM-020391,STEP-020391,20.7,,,54,{}
PARAM-020392,STEP-020392,21.9,63.5,,529,{}
PARAM-020393,STEP-020393,23.8,284.1,,64,{}
PARAM-020394,STEP-020394,21.6,,,65,{}
PARAM-020395,STEP-020395,31.2,,808.0,179,{}
PARAM-020396,STEP-020396,1785.0,,13.7,277,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-020397,STEP-020397,897.9,,,3011,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-020398,STEP-020398,71.0,48.2,,155,"{""coating_type"": ""powder"", ""thickness_mil"": 4.1}"
PARAM-020399,STEP-020399,24.6,52.6,,426,{}
