WORK_ORDER_ID,PRODUCT_FAMILY,PRODUCT_SERIES,SERIAL_NUMBER,START_DATE,COMPLETION_DATE,STATUS
WO-03563,Bulldozer,HD-Series,BUL-H-57143,2024-08-20,2024-08-26,completed
WO-03564,Bulldozer,HD-Series,BUL-H-19142,2023-11-08,2023-11-24,quality_hold
WO-03565,Grader,Standard,GRA-S-22291,2024-09-07,2024-09-27,quality_hold
WO-03566,Loader,Standard,LOA-S-35355,2024-03-04,2024-03-12,completed
WO-03567,Excavator,HD-Series,EXC-H-57827,2023-01-10,2023-01-18,completed
WO-03568,Grader,HD-Series,GRA-H-16148,2023-09-24,2023-10-14,completed
WO-03569,Loader,HD-Series,LOA-H-46436,2023-08-24,2023-09-09,completed
WO-03570,Loader,HD-Series,LOA-H-39718,2022-09-06,2022-09-15,completed
WO-03571,Excavator,Compact,EXC-C-97152,2020-10-31,2020-11-17,completed
WO-03572,Excavator,Compact,EXC-C-49290,2020-06-13,2020-06-23,completed
WO-03573,Grader,HD-Series,GRA-H-52833,2023-01-24,2023-02-11,completed
WO-03574,Grader,Compact,GRA-C-50483,2021-05-11,2021-05-29,completed
WO-03575,Bulldozer,HD-Series,BUL-H-72175,2023-07-11,2023-07-29,completed
WO-03576,Grader,Standard,GRA-S-63133,2023-01-05,2023-01-10,completed
WO-03577,Grader,Standard,GRA-S-96567,2024-10-16,2024-10-30,completed
WO-03578,Loader,Compact,LOA-C-38718,2024-01-03,2024-01-10,completed
WO-03579,Bulldozer,HD-Series,BUL-H-31450,2020-03-12,2020-03-18,completed
WO-03580,Excavator,HD-Series,EXC-H-10501,2024-05-06,2024-05-22,completed
WO-03581,Excavator,HD-Series,EXC-H-29419,2023-02-08,2023-02-22,completed
WO-03582,Excavator,HD-Series,EXC-H-56887,2020-01-16,2020-02-04,completed
WO-03583,Loader,HD-Series,LOA-H-49836,2021-12-21,2022-01-07,completed
WO-03584,Loader,Standard,LOA-S-84110,2024-05-16,2024-05-30,completed
WO-03585,Excavator,HD-Series,EXC-H-59395,2024-08-26,2024-09-06,completed
WO-03586,Bulldozer,HD-Series,BUL-H-48819,2022-08-24,2022-08-30,completed
WO-03587,Excavator,HD-Series,EXC-H-96969,2021-05-15,2021-05-24,quality_hold
WO-03588,Loader,Standard,LOA-S-62742,2023-01-07,2023-01-17,completed
WO-03589,Bulldozer,HD-Series,BUL-H-34097,2020-12-02,2020-12-09,quality_hold
WO-03590,Bulldozer,HD-Series,BUL-H-72269,2021-11-11,2021-11-17,quality_hold
WO-03591,Bulldozer,Compact,BUL-C-27654,2024-08-12,2024-08-17,quality_hold
WO-03592,Grader,HD-Series,GRA-H-72994,2023-06-10,2023-06-17,completed
WO-03593,Excavator,Standard,EXC-S-37794,2020-07-31,2020-08-14,completed
WO-03594,Excavator,Standard,EXC-S-15948,2022-11-10,2022-11-21,completed
WO-03595,Grader,Compact,GRA-C-31696,2022-12-12,2022-12-30,completed
WO-03596,Excavator,Standard,EXC-S-55063,2022-07-16,2022-08-04,quality_hold
WO-03597,Bulldozer,Standard,BUL-S-45689,2020-03-07,2020-03-17,completed
WO-03598,Bulldozer,Standard,BUL-S-89219,2021-04-28,2021-05-16,quality_hold
WO-03599,Grader,Compact,GRA-C-57482,2020-03-13,2020-03-26,completed
WO-03600,Grader,HD-Series,GRA-H-74865,2024-08-11,2024-08-22,completed
WO-03601,Excavator,HD-Series,EXC-H-74741,2022-10-13,2022-10-27,completed
WO-03602,Loader,HD-Series,LOA-H-53123,2022-03-07,2022-03-23,completed
WO-03603,Bulldozer,HD-Series,BUL-H-30177,2024-01-10,2024-01-18,completed
WO-03604,Bulldozer,HD-Series,BUL-H-76391,2022-01-11,2022-01-16,completed
WO-03605,Loader,Standard,LOA-S-34849,2022-03-26,2022-04-03,completed
WO-03606,Loader,Compact,LOA-C-29480,2022-03-13,2022-03-27,completed
WO-03607,Excavator,HD-Series,EXC-H-36277,2023-12-29,2024-01-12,completed
WO-03608,Grader,HD-Series,GRA-H-80484,2024-10-24,2024-10-29,completed
WO-03609,Grader,Standard,GRA-S-62971,2023-12-03,2023-12-09,quality_hold
WO-03610,Excavator,Compact,EXC-C-39482,2022-11-05,2022-11-18,completed
WO-03611,Bulldozer,Standard,BUL-S-84591,2022-10-17,2022-10-27,completed
WO-03612,Grader,HD-Series,GRA-H-84142,2024-01-25,2024-02-03,completed
WO-03613,Bulldozer,HD-Series,BUL-H-60370,2021-02-14,2021-03-05,completed
WO-03614,Loader,HD-Series,LOA-H-76690,2022-08-27,2022-09-05,completed
WO-03615,Bulldozer,Compact,BUL-C-29261,2020-02-27,2020-03-09,completed
WO-03616,Loader,HD-Series,LOA-H-65333,2023-07-04,2023-07-13,quality_hold
WO-03617,Excavator,Standard,EXC-S-43561,2020-11-05,2020-11-15,completed
WO-03618,Excavator,Compact,EXC-C-28633,2023-11-14,2023-11-26,completed
WO-03619,Bulldozer,Standard,BUL-S-54215,2023-08-10,2023-08-27,completed
WO-03620,Loader,Compact,LOA-C-79403,2021-10-03,2021-10-09,quality_hold
WO-03621,Grader,HD-Series,GRA-H-73905,2023-10-21,2023-11-04,completed
WO-03622,Bulldozer,HD-Series,BUL-H-84845,2021-12-17,2022-01-02,completed
WO-03623,Excavator,Standard,EXC-S-83444,2022-06-25,2022-07-10,quality_hold
WO-03624,Grader,Standard,GRA-S-78376,2024-11-02,2024-11-13,completed
WO-03625,Excavator,Standard,EXC-S-46520,2023-01-03,2023-01-17,quality_hold
WO-03626,Loader,Standard,LOA-S-52737,2021-04-23,2021-05-11,completed
WO-03627,Excavator,Compact,EXC-C-42704,2020-08-27,2020-09-12,completed
WO-03628,Excavator,Standard,EXC-S-61640,2020-03-19,2020-03-27,completed
WO-03629,Loader,HD-Series,LOA-H-39529,2020-04-17,2020-05-06,quality_hold
WO-03630,Loader,Standard,LOA-S-67052,2024-01-06,2024-01-17,completed
WO-03631,Excavator,Compact,EXC-C-65375,2024-10-14,2024-10-30,completed
WO-03632,Loader,Compact,LOA-C-73055,2022-11-02,2022-11-08,completed
WO-03633,Loader,Standard,LOA-S-31320,2022-06-22,2022-07-02,completed
WO-03634,Bulldozer,HD-Series,BUL-H-80793,2023-11-29,2023-12-08,completed
WO-03635,Bulldozer,Standard,BUL-S-15598,2020-09-02,2020-09-17,completed
WO-03636,Loader,HD-Series,LOA-H-32322,2021-07-18,2021-08-03,completed
WO-03637,Bulldozer,Standard,BUL-S-31890,2022-04-17,2022-04-27,quality_hold
WO-03638,Excavator,Compact,EXC-C-57834,2021-03-23,2021-04-11,completed
WO-03639,Bulldozer,Standard,BUL-S-51613,2024-11-03,2024-11-08,quality_hold
WO-03640,Grader,Standard,GRA-S-32686,2022-02-01,2022-02-14,quality_hold
WO-03641,Excavator,HD-Series,EXC-H-39222,2021-07-15,2021-07-27,quality_hold
WO-03642,Loader,HD-Series,LOA-H-32572,2021-10-25,2021-11-11,completed
WO-03643,Excavator,Compact,EXC-C-10040,2021-03-02,2021-03-11,completed
WO-03644,Bulldozer,Compact,BUL-C-93340,2024-02-01,2024-02-07,completed
WO-03645,Excavator,Standard,EXC-S-54495,2023-11-23,2023-11-30,completed
WO-03646,Grader,Compact,GRA-C-94812,2021-08-18,2021-08-28,completed
WO-03647,Bulldozer,Compact,BUL-C-25539,2024-03-18,2024-04-03,completed
WO-03648,Bulldozer,Compact,BUL-C-30460,2024-02-19,2024-02-29,completed
WO-03649,Grader,Compact,GRA-C-85907,2023-11-18,2023-11-26,quality_hold
WO-03650,Grader,Standard,GRA-S-43677,2024-11-26,2024-12-14,completed
WO-03651,Bulldozer,Compact,BUL-C-77395,2023-10-26,2023-11-04,completed
WO-03652,Grader,HD-Series,GRA-H-96215,2021-10-17,2021-10-23,quality_hold
WO-03653,Loader,HD-Series,LOA-H-72767,2022-12-08,2022-12-17,completed
WO-03654,Bulldozer,HD-Series,BUL-H-17216,2023-07-25,2023-08-14,completed
WO-03655,Loader,HD-Series,LOA-H-50529,2020-11-19,2020-12-09,completed
WO-03656,Excavator,Standard,EXC-S-66921,2021-01-08,2021-01-15,completed
WO-03657,Excavator,HD-Series,EXC-H-54873,2020-02-20,2020-03-09,completed
WO-03658,Bulldozer,Standard,BUL-S-85106,2024-03-18,2024-04-04,completed
WO-03659,Loader,Compact,LOA-C-79961,2020-12-26,2021-01-02,completed
WO-03660,Loader,HD-Series,LOA-H-52470,2020-05-24,2020-05-29,quality_hold
WO-03661,Grader,Standard,GRA-S-32444,2023-01-05,2023-01-12,completed
WO-03662,Grader,Standard,GRA-S-57282,2024-05-24,2024-06-07,completed
WO-03663,Grader,Compact,GRA-C-18925,2024-04-17,2024-05-05,completed
WO-03664,Grader,Compact,GRA-C-98253,2021-11-17,2021-11-22,quality_hold
WO-03665,Grader,Standard,GRA-S-10268,2022-12-14,2022-12-20,quality_hold
WO-03666,Loader,Compact,LOA-C-48464,2024-09-16,2024-09-27,completed
WO-03667,Grader,Compact,GRA-C-88633,2024-12-09,2024-12-19,quality_hold
WO-03668,Loader,Standard,LOA-S-36094,2021-02-28,2021-03-15,completed
WO-03669,Bulldozer,Standard,BUL-S-21429,2022-12-15,2023-01-02,completed
WO-03670,Loader,Standard,LOA-S-52628,2024-10-03,2024-10-13,completed
WO-03671,Bulldozer,Compact,BUL-C-62369,2023-12-27,2024-01-07,quality_hold
WO-03672,Bulldozer,Standard,BUL-S-66169,2022-09-22,2022-09-29,completed
WO-03673,Excavator,HD-Series,EXC-H-26523,2023-09-17,2023-09-24,quality_hold
WO-03674,Bulldozer,HD-Series,BUL-H-56320,2020-09-05,2020-09-10,completed
WO-03675,Excavator,HD-Series,EXC-H-94750,2024-02-21,2024-03-12,completed
WO-03676,Grader,HD-Series,GRA-H-24490,2020-11-01,2020-11-17,completed
WO-03677,Grader,HD-Series,GRA-H-18488,2023-07-25,2023-08-12,quality_hold
WO-03678,Loader,Standard,LOA-S-11059,2020-12-23,2020-12-31,completed
WO-03679,Loader,Standard,LOA-S-34629,2022-06-09,2022-06-29,completed
WO-03680,Loader,Compact,LOA-C-33176,2020-06-18,2020-06-27,completed
WO-03681,Bulldozer,HD-Series,BUL-H-72238,2024-04-28,2024-05-08,completed
WO-03682,Excavator,Standard,EXC-S-93854,2020-01-16,2020-01-22,completed
WO-03683,Excavator,Compact,EXC-C-70177,2022-10-24,2022-10-31,completed
WO-03684,Grader,Compact,GRA-C-66237,2022-02-13,2022-02-25,quality_hold
WO-03685,Grader,Standard,GRA-S-70816,2020-10-12,2020-11-01,completed
WO-03686,Grader,Compact,GRA-C-57554,2022-04-19,2022-05-09,completed
WO-03687,Bulldozer,HD-Series,BUL-H-40523,2022-10-24,2022-11-08,quality_hold
WO-03688,Bulldozer,Standard,BUL-S-54440,2022-10-13,2022-10-27,completed
WO-03689,Loader,HD-Series,LOA-H-35678,2021-03-27,2021-04-11,completed
WO-03690,Bulldozer,Standard,BUL-S-51974,2023-03-06,2023-03-19,completed
WO-03691,Excavator,Standard,EXC-S-34874,2024-09-05,2024-09-22,completed
WO-03692,Excavator,Compact,EXC-C-85281,2024-09-25,2024-10-07,completed
WO-03693,Bulldozer,Compact,BUL-C-93080,2021-02-23,2021-03-05,completed
WO-03694,Loader,Standard,LOA-S-68616,2024-07-31,2024-08-18,quality_hold
WO-03695,Excavator,Compact,EXC-C-19225,2020-12-09,2020-12-17,completed
WO-03696,Grader,Standard,GRA-S-84895,2023-05-11,2023-05-22,completed
WO-03697,Excavator,HD-Series,EXC-H-68753,2022-03-08,2022-03-17,completed
WO-03698,Excavator,Standard,EXC-S-99473,2023-02-19,2023-02-24,completed
WO-03699,Loader,Compact,LOA-C-62831,2020-02-24,2020-03-12,completed
WO-03700,Excavator,HD-Series,EXC-H-72269,2022-08-05,2022-08-12,completed
WO-03701,Loader,Compact,LOA-C-43678,2024-12-10,2024-12-17,completed
WO-03702,Excavator,Compact,EXC-C-65849,2023-08-17,2023-08-24,quality_hold
WO-03703,Grader,HD-Series,GRA-H-74326,2023-11-15,2023-12-02,completed
WO-03704,Loader,Standard,LOA-S-62587,2024-12-09,2024-12-25,completed
WO-03705,Loader,Compact,LOA-C-41436,2022-12-26,2023-01-04,completed
WO-03706,Excavator,Compact,EXC-C-61555,2025-01-14,2025-01-20,completed
WO-03707,Loader,Compact,LOA-C-88156,2023-08-24,2023-09-07,completed
WO-03708,Bulldozer,Compact,BUL-C-78286,2021-04-01,2021-04-09,completed
WO-03709,Grader,Standard,GRA-S-16164,2024-12-26,2025-01-04,quality_hold
WO-03710,Excavator,Compact,EXC-C-20578,2023-09-20,2023-10-09,completed
WO-03711,Bulldozer,Compact,BUL-C-65420,2023-11-20,2023-12-08,completed
WO-03712,Grader,Standard,GRA-S-45573,2024-07-24,2024-08-03,completed
WO-03713,Bulldozer,HD-Series,BUL-H-59439,2022-11-09,2022-11-28,completed
WO-03714,Bulldozer,HD-Series,BUL-H-37010,2021-10-07,2021-10-17,completed
WO-03715,Grader,HD-Series,GRA-H-38727,2021-06-25,2021-07-13,quality_hold
WO-03716,Grader,Standard,GRA-S-85747,2023-11-17,2023-12-07,completed
WO-03717,Loader,Compact,LOA-C-33888,2022-01-24,2022-02-09,completed
WO-03718,Bulldozer,Standard,BUL-S-76597,2024-03-18,2024-04-06,completed
WO-03719,Excavator,Standard,EXC-S-15631,2021-10-21,2021-10-26,completed
WO-03720,Excavator,Standard,EXC-S-31023,2023-05-19,2023-06-08,quality_hold
WO-03721,Bulldozer,Standard,BUL-S-60259,2022-10-23,2022-11-04,completed
WO-03722,Excavator,HD-Series,EXC-H-49626,2021-03-27,2021-04-05,completed
WO-03723,Excavator,Standard,EXC-S-91937,2021-09-01,2021-09-18,completed
WO-03724,Grader,HD-Series,GRA-H-23154,2023-07-28,2023-08-17,quality_hold
WO-03725,Grader,Compact,GRA-C-24413,2023-01-29,2023-02-16,completed
WO-03726,Grader,Compact,GRA-C-46550,2022-07-22,2022-07-28,completed
WO-03727,Excavator,Standard,EXC-S-65899,2020-10-15,2020-10-29,completed
WO-03728,Grader,HD-Series,GRA-H-71041,2022-11-18,2022-11-25,quality_hold
WO-03729,Bulldozer,Compact,BUL-C-43881,2023-04-13,2023-04-28,completed
WO-03730,Bulldozer,Compact,BUL-C-90267,2024-07-06,2024-07-25,completed
WO-03731,Bulldozer,Standard,BUL-S-50716,2024-10-30,2024-11-06,completed
WO-03732,Excavator,Standard,EXC-S-68723,2024-06-23,2024-07-06,quality_hold
WO-03733,Grader,HD-Series,GRA-H-78859,2023-04-09,2023-04-25,completed
WO-03734,Grader,Standard,GRA-S-72607,2023-07-19,2023-07-30,quality_hold
WO-03735,Excavator,Standard,EXC-S-99876,2021-08-24,2021-08-31,completed
WO-03736,Excavator,HD-Series,EXC-H-16950,2020-09-17,2020-09-30,completed
WO-03737,Loader,HD-Series,LOA-H-92913,2024-05-31,2024-06-06,quality_hold
WO-03738,Grader,Compact,GRA-C-83674,2024-02-14,2024-03-03,completed
WO-03739,Grader,Compact,GRA-C-39085,2024-10-30,2024-11-15,completed
WO-03740,Bulldozer,HD-Series,BUL-H-12720,2024-11-07,2024-11-27,completed
WO-03741,Loader,Standard,LOA-S-11235,2023-06-05,2023-06-16,quality_hold
WO-03742,Loader,HD-Series,LOA-H-13204,2022-08-05,2022-08-23,completed
WO-03743,Loader,HD-Series,LOA-H-90747,2023-02-13,2023-02-23,completed
WO-03744,Excavator,Standard,EXC-S-49229,2022-04-19,2022-04-30,completed
WO-03745,Excavator,HD-Series,EXC-H-39692,2020-10-25,2020-11-13,completed
WO-03746,Loader,Compact,LOA-C-94734,2020-07-14,2020-07-24,completed
WO-03747,Grader,HD-Series,GRA-H-56275,2020-05-24,2020-06-06,completed
WO-03748,Grader,Standard,GRA-S-23755,2020-10-08,2020-10-26,quality_hold
WO-03749,Bulldozer,Standard,BUL-S-42189,2020-06-23,2020-07-02,completed
WO-03750,Loader,HD-Series,LOA-H-47538,2022-12-05,2022-12-16,completed
WO-03751,Loader,HD-Series,LOA-H-30319,2020-04-29,2020-05-17,completed
WO-03752,Loader,Compact,LOA-C-55123,2021-06-01,2021-06-18,completed
WO-03753,Loader,Standard,LOA-S-98248,2023-05-26,2023-05-31,completed
WO-03754,Grader,HD-Series,GRA-H-49568,2023-10-29,2023-11-05,completed
WO-03755,Loader,Standard,LOA-S-60668,2021-04-21,2021-05-03,completed
WO-03756,Excavator,HD-Series,EXC-H-78607,2024-04-21,2024-05-07,completed
WO-03757,Bulldozer,Compact,BUL-C-84534,2022-04-02,2022-04-14,completed
WO-03758,Loader,Compact,LOA-C-77070,2021-03-12,2021-03-26,completed
WO-03759,Grader,HD-Series,GRA-H-45956,2021-11-28,2021-12-08,completed
WO-03760,Excavator,HD-Series,EXC-H-57061,2022-09-26,2022-10-07,completed
WO-03761,Loader,Compact,LOA-C-84570,2023-09-28,2023-10-18,completed
WO-03762,Loader,HD-Series,LOA-H-91598,2020-03-11,2020-03-30,completed
WO-03763,Excavator,HD-Series,EXC-H-16214,2020-12-20,2021-01-08,quality_hold
WO-03764,Loader,Compact,LOA-C-79493,2024-06-13,2024-06-25,completed
WO-03765,Grader,HD-Series,GRA-H-82739,2021-02-16,2021-03-04,completed
WO-03766,Grader,Compact,GRA-C-57223,2022-09-08,2022-09-28,completed
WO-03767,Grader,Standard,GRA-S-78065,2024-07-24,2024-08-01,quality_hold
WO-03768,Grader,Compact,GRA-C-82876,2024-10-20,2024-11-09,completed
WO-03769,Grader,HD-Series,GRA-H-10437,2020-06-11,2020-06-27,completed
WO-03770,Loader,HD-Series,LOA-H-90520,2020-05-14,2020-05-26,completed
WO-03771,Excavator,Standard,EXC-S-68633,2024-06-16,2024-06-29,completed
WO-03772,Grader,Compact,GRA-C-54854,2022-06-11,2022-06-25,completed
WO-03773,Loader,HD-Series,LOA-H-34480,2022-08-30,2022-09-08,completed
WO-03774,Bulldozer,HD-Series,BUL-H-80661,2021-10-14,2021-10-25,completed
WO-03775,Bulldozer,HD-Series,BUL-H-61182,2021-12-06,2021-12-13,completed
WO-03776,Bulldozer,HD-Series,BUL-H-29171,2022-08-19,2022-08-27,quality_hold
WO-03777,Loader,Standard,LOA-S-50777,2023-01-17,2023-01-25,quality_hold
WO-03778,Bulldozer,Compact,BUL-C-46195,2021-01-11,2021-01-20,completed
WO-03779,Excavator,Compact,EXC-C-47518,2022-04-02,2022-04-07,completed
WO-03780,Grader,HD-Series,GRA-H-24024,2022-12-16,2022-12-30,completed
WO-03781,Excavator,HD-Series,EXC-H-12499,2020-04-07,2020-04-12,completed
WO-03782,Grader,Compact,GRA-C-77272,2020-12-02,2020-12-20,completed
WO-03783,Bulldozer,Standard,BUL-S-50408,2022-11-24,2022-12-08,completed
WO-03784,Excavator,Standard,EXC-S-74834,2024-02-18,2024-03-07,completed
WO-03785,Loader,Standard,LOA-S-66814,2020-07-21,2020-08-08,completed
WO-03786,Bulldozer,Compact,BUL-C-99147,2022-08-28,2022-09-14,completed
WO-03787,Grader,HD-Series,GRA-H-94675,2024-07-11,2024-07-18,completed
WO-03788,Grader,HD-Series,GRA-H-90615,2024-09-21,2024-10-05,completed
WO-03789,Grader,Standard,GRA-S-60391,2025-01-10,2025-01-26,completed
WO-03790,Loader,HD-Series,LOA-H-14836,2021-09-16,2021-10-05,completed
WO-03791,Bulldozer,Compact,BUL-C-52269,2023-11-28,2023-12-10,completed
WO-03792,Bulldozer,HD-Series,BUL-H-62872,2023-01-09,2023-01-14,completed
WO-03793,Loader,HD-Series,LOA-H-77828,2024-08-16,2024-08-31,completed
WO-03794,Excavator,HD-Series,EXC-H-76247,2021-03-12,2021-03-18,completed
WO-03795,Grader,Compact,GRA-C-22268,2021-04-17,2021-05-01,completed
WO-03796,Bulldozer,Compact,BUL-C-85056,2020-11-02,2020-11-21,completed
WO-03797,Loader,HD-Series,LOA-H-90884,2024-12-05,2024-12-13,quality_hold
WO-03798,Grader,Compact,GRA-C-82824,2021-01-22,2021-02-10,completed
WO-03799,Loader,Compact,LOA-C-80662,2020-07-21,2020-08-05,completed
WO-03800,Bulldozer,HD-Series,BUL-H-70343,2021-09-26,2021-10-11,completed
WO-03801,Grader,HD-Series,GRA-H-68895,2021-08-18,2021-08-28,completed
WO-03802,Excavator,Standard,EXC-S-22439,2020-08-23,2020-08-29,completed
WO-03803,Excavator,Standard,EXC-S-24893,2020-02-13,2020-03-04,completed
WO-03804,Loader,Standard,LOA-S-25222,2021-04-25,2021-05-02,completed
WO-03805,Bulldozer,HD-Series,BUL-H-71816,2022-08-09,2022-08-28,completed
WO-03806,Excavator,Compact,EXC-C-96615,2021-04-28,2021-05-10,completed
WO-03807,Excavator,HD-Series,EXC-H-11194,2020-11-21,2020-12-10,completed
WO-03808,Grader,Compact,GRA-C-42497,2024-09-13,2024-09-30,completed
WO-03809,Loader,HD-Series,LOA-H-12373,2022-05-04,2022-05-13,completed
WO-03810,Loader,HD-Series,LOA-H-26655,2022-03-02,2022-03-11,quality_hold
WO-03811,Grader,HD-Series,GRA-H-41028,2020-06-27,2020-07-12,quality_hold
WO-03812,Grader,Standard,GRA-S-65128,2022-11-28,2022-12-04,completed
WO-03813,Bulldozer,Compact,BUL-C-60440,2024-03-26,2024-04-03,quality_hold
WO-03814,Grader,HD-Series,GRA-H-80066,2020-09-04,2020-09-13,completed
WO-03815,Bulldozer,Compact,BUL-C-31075,2024-02-13,2024-02-19,quality_hold
WO-03816,Bulldozer,Standard,BUL-S-92579,2022-05-11,2022-05-20,quality_hold
WO-03817,Loader,HD-Series,LOA-H-45115,2024-04-26,2024-05-02,completed
WO-03818,Bulldozer,Compact,BUL-C-50155,2025-01-08,2025-01-16,quality_hold
WO-03819,Grader,HD-Series,GRA-H-44868,2022-05-01,2022-05-12,quality_hold
WO-03820,Grader,HD-Series,GRA-H-41828,2021-04-30,2021-05-15,completed
WO-03821,Bulldozer,Compact,BUL-C-58833,2021-11-23,2021-12-02,completed
WO-03822,Bulldozer,HD-Series,BUL-H-74033,2020-02-10,2020-02-24,completed
WO-03823,Grader,Compact,GRA-C-70751,2020-07-10,2020-07-18,completed
WO-03824,Loader,Standard,LOA-S-23192,2022-06-20,2022-07-07,quality_hold
WO-03825,Excavator,HD-Series,EXC-H-87039,2020-05-29,2020-06-13,completed
WO-03826,Grader,Standard,GRA-S-21739,2023-02-10,2023-02-23,completed
WO-03827,Bulldozer,Compact,BUL-C-98767,2022-01-26,2022-02-10,completed
WO-03828,Excavator,Standard,EXC-S-62685,2020-06-10,2020-06-21,completed
WO-03829,Grader,HD-Series,GRA-H-14322,2024-08-12,2024-08-17,completed
WO-03830,Bulldozer,HD-Series,BUL-H-63518,2022-01-02,2022-01-09,completed
WO-03831,Excavator,Standard,EXC-S-89926,2022-08-21,2022-09-03,completed
WO-03832,Loader,Standard,LOA-S-22361,2020-12-04,2020-12-23,completed
WO-03833,Bulldozer,HD-Series,BUL-H-24770,2021-06-23,2021-07-13,completed
WO-03834,Bulldozer,Compact,BUL-C-16414,2021-09-25,2021-10-14,completed
WO-03835,Grader,Compact,GRA-C-22120,2024-07-20,2024-07-28,completed
WO-03836,Excavator,Compact,EXC-C-97185,2023-05-29,2023-06-03,completed
WO-03837,Loader,Standard,LOA-S-60067,2022-11-01,2022-11-07,completed
WO-03838,Grader,Compact,GRA-C-82732,2022-07-15,2022-07-25,completed
WO-03839,Excavator,HD-Series,EXC-H-73063,2021-08-26,2021-09-15,quality_hold
WO-03840,Loader,Compact,LOA-C-68038,2021-04-13,2021-04-30,completed
WO-03841,Excavator,Standard,EXC-S-86905,2023-11-04,2023-11-24,completed
WO-03842,Excavator,HD-Series,EXC-H-66417,2023-12-30,2024-01-18,completed
WO-03843,Grader,Compact,GRA-C-71755,2020-08-17,2020-09-02,completed
WO-03844,Grader,Standard,GRA-S-15968,2023-03-11,2023-03-20,completed
WO-03845,Grader,Compact,GRA-C-73631,2024-10-05,2024-10-17,completed
WO-03846,Grader,HD-Series,GRA-H-87434,2021-09-22,2021-10-07,completed
WO-03847,Excavator,Compact,EXC-C-30698,2023-03-15,2023-03-21,completed
WO-03848,Grader,Compact,GRA-C-65713,2021-06-01,2021-06-15,completed
WO-03849,Bulldozer,Compact,BUL-C-25055,2023-12-01,2023-12-16,quality_hold
WO-03850,Bulldozer,Standard,BUL-S-39043,2021-02-02,2021-02-19,completed
WO-03851,Loader,Standard,LOA-S-90994,2021-03-27,2021-04-16,completed
WO-03852,Loader,Standard,LOA-S-72744,2020-07-31,2020-08-20,completed
WO-03853,Bulldozer,HD-Series,BUL-H-40463,2021-12-25,2022-01-12,completed
WO-03854,Loader,HD-Series,LOA-H-42777,2022-09-25,2022-10-08,completed
WO-03855,Loader,Standard,LOA-S-69454,2021-05-28,2021-06-15,completed
WO-03856,Loader,HD-Series,LOA-H-75436,2020-08-10,2020-08-21,completed
WO-03857,Excavator,Standard,EXC-S-52144,2024-12-07,2024-12-19,completed
WO-03858,Loader,Compact,LOA-C-88828,2021-03-29,2021-04-05,completed
WO-03859,Grader,Compact,GRA-C-10091,2021-01-02,2021-01-21,completed
WO-03860,Excavator,Standard,EXC-S-77359,2024-05-02,2024-05-14,quality_hold
WO-03861,Bulldozer,Compact,BUL-C-72321,2020-03-01,2020-03-13,completed
WO-03862,Grader,Standard,GRA-S-81640,2020-01-26,2020-02-02,completed
WO-03863,Excavator,Compact,EXC-C-28903,2023-12-10,2023-12-28,completed
WO-03864,Grader,Standard,GRA-S-86078,2023-10-22,2023-10-29,completed
WO-03865,Bulldozer,Standard,BUL-S-69023,2022-12-08,2022-12-26,completed
WO-03866,Grader,HD-Series,GRA-H-24523,2021-09-21,2021-10-06,completed
WO-03867,Bulldozer,Compact,BUL-C-91742,2023-06-11,2023-06-26,quality_hold
WO-03868,Loader,HD-Series,LOA-H-27581,2024-07-11,2024-07-23,completed
WO-03869,Grader,HD-Series,GRA-H-31630,2022-05-26,2022-06-07,completed
WO-03870,Grader,Standard,GRA-S-60440,2020-09-19,2020-10-02,completed
WO-03871,Excavator,Standard,EXC-S-11260,2022-03-21,2022-04-05,quality_hold
WO-03872,Loader,HD-Series,LOA-H-32078,2024-01-06,2024-01-25,completed
WO-03873,Grader,HD-Series,GRA-H-53445,2022-09-08,2022-09-22,completed
WO-03874,Bulldozer,Compact,BUL-C-10359,2022-11-13,2022-12-01,completed
WO-03875,Loader,HD-Series,LOA-H-43026,2022-06-23,2022-07-04,quality_hold
WO-03876,Loader,HD-Series,LOA-H-31871,2024-04-28,2024-05-14,completed
WO-03877,Loader,HD-Series,LOA-H-22220,2023-05-11,2023-05-30,completed
WO-03878,Bulldozer,HD-Series,BUL-H-39132,2020-01-23,2020-02-04,completed
WO-03879,Grader,Compact,GRA-C-70155,2020-07-01,2020-07-21,completed
WO-03880,Grader,HD-Series,GRA-H-61387,2023-06-26,2023-07-04,completed
WO-03881,Grader,Standard,GRA-S-54656,2021-01-17,2021-01-23,completed
WO-03882,Excavator,HD-Series,EXC-H-94072,2023-06-11,2023-06-17,completed
WO-03883,Grader,HD-Series,GRA-H-39014,2024-05-22,2024-05-31,completed
WO-03884,Loader,Compact,LOA-C-20098,2023-09-22,2023-10-03,completed
WO-03885,Excavator,Standard,EXC-S-36040,2022-03-09,2022-03-22,completed
WO-03886,Grader,Compact,GRA-C-99906,2023-09-22,2023-10-08,quality_hold
WO-03887,Loader,Compact,LOA-C-28819,2024-04-21,2024-05-07,completed
WO-03888,Loader,Compact,LOA-C-24887,2023-03-18,2023-03-25,quality_hold
WO-03889,Bulldozer,Standard,BUL-S-57217,2020-01-24,2020-02-02,completed
WO-03890,Excavator,HD-Series,EXC-H-47439,2021-07-14,2021-07-25,completed
WO-03891,Bulldozer,Compact,BUL-C-76058,2023-09-04,2023-09-12,completed
