MATERIAL_ID,SUPPLIER_ID,BATCH_NUMBER,MATERIAL_TYPE,SPECS,RECEIVED_DATE,QUANTITY,UNIT_COST
MAT-05048,SUP-006,1790,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0047}",2021-10-29,243,144.22
MAT-05049,SUP-006,8739,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0085}",2021-11-30,315,284.58
MAT-05050,SUP-006,2060,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0088}",2022-08-17,69,340.82
MAT-05051,SUP-006,5548,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0094}",2020-01-05,299,366.58
MAT-05052,SUP-006,2900,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0021}",2021-09-07,255,136.32
MAT-05053,SUP-006,2338,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.01}",2024-10-19,308,128.15
MAT-05054,SUP-006,8495,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0082}",2020-12-19,424,386.05
MAT-05055,SUP-006,4487,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0083}",2023-10-05,314,459.45
MAT-05056,SUP-006,6512,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0027}",2022-10-14,419,337.86
MAT-05057,SUP-006,9119,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.001}",2022-08-18,336,284.65
MAT-05058,SUP-006,3408,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0032}",2021-11-15,98,86.84
MAT-05059,SUP-006,1504,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0097}",2024-03-26,134,209.03
MAT-05060,SUP-006,1989,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0047}",2022-04-11,260,366.73
MAT-05061,SUP-006,9866,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0042}",2024-01-12,481,109.6
MAT-05062,SUP-006,6914,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0016}",2021-09-21,256,381.41
MAT-05063,SUP-006,9677,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0098}",2024-04-22,417,10.57
MAT-05064,SUP-006,4095,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0099}",2022-08-25,54,417.66
MAT-05065,SUP-006,1346,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0014}",2021-05-18,299,264.89
MAT-05066,SUP-006,9646,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0056}",2024-02-10,263,460.33
MAT-05067,SUP-006,8121,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.003}",2020-03-15,305,402.27
MAT-05068,SUP-006,1575,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0097}",2024-12-27,313,124.94
MAT-05069,SUP-006,5445,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0024}",2023-11-24,404,223.25
MAT-05070,SUP-006,5988,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.005}",2022-04-18,400,96.24
MAT-05071,SUP-006,6695,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0087}",2024-06-23,196,339.87
MAT-05072,SUP-006,6575,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0038}",2020-09-29,268,240.74
MAT-05073,SUP-006,5524,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.008}",2022-11-10,132,256.05
MAT-05074,SUP-006,5447,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0053}",2021-12-17,51,430.96
MAT-05075,SUP-006,4175,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.004}",2020-09-28,436,83.09
MAT-05076,SUP-006,8167,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0046}",2021-04-07,79,116.19
MAT-05077,SUP-006,7372,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0096}",2021-06-07,226,94.2
MAT-05078,SUP-006,8263,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0032}",2023-06-06,416,381.88
MAT-05079,SUP-006,5225,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0076}",2021-04-10,221,52.41
MAT-05080,SUP-006,6616,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0068}",2021-07-10,288,205.86
MAT-05081,SUP-006,7030,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0021}",2023-12-21,335,108.05
MAT-05082,SUP-006,1405,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0075}",2022-01-03,480,420.76
MAT-05083,SUP-006,7544,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0093}",2022-04-15,357,466.04
MAT-05084,SUP-006,3228,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0049}",2021-03-20,182,73.46
MAT-05085,SUP-006,6815,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0046}",2024-05-02,444,264.62
MAT-05086,SUP-006,3290,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0055}",2020-12-27,145,175.14
MAT-05087,SUP-006,4406,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0013}",2024-07-16,167,361.56
MAT-05088,SUP-006,1871,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0059}",2023-04-11,209,79.86
MAT-05089,SUP-006,5112,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0028}",2022-07-01,55,140.88
MAT-05090,SUP-006,4821,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0071}",2023-07-18,370,273.33
MAT-05091,SUP-006,4449,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0035}",2022-03-27,374,385.36
MAT-05092,SUP-006,3095,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0068}",2024-12-29,330,316.71
MAT-05093,SUP-006,5413,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.003}",2020-07-25,353,266.64
MAT-05094,SUP-006,7089,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0071}",2022-09-04,265,289.97
MAT-05095,SUP-006,9853,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.009}",2023-08-29,371,199.22
MAT-05096,SUP-006,6841,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0037}",2024-08-30,403,80.6
MAT-05097,SUP-006,9019,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0073}",2024-06-09,163,237.15
MAT-05098,SUP-006,3577,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0036}",2021-10-23,155,359.51
MAT-05099,SUP-006,8377,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0068}",2023-05-18,269,265.97
MAT-05100,SUP-006,4345,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0075}",2020-09-28,319,496.1
MAT-05101,SUP-006,1622,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0064}",2023-06-10,360,239.69
MAT-05102,SUP-006,9484,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0071}",2020-06-13,405,192.42
MAT-05103,SUP-006,3703,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0063}",2022-02-05,437,295.01
MAT-05104,SUP-006,7891,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0082}",2024-05-15,91,343.66
MAT-05105,SUP-006,1489,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.004}",2022-03-22,273,222.86
MAT-05106,SUP-006,9585,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0067}",2024-04-20,68,207.6
MAT-05107,SUP-006,4656,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0054}",2022-08-22,97,436.71
MAT-05108,SUP-006,9714,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0032}",2023-02-19,348,185.6
MAT-05109,SUP-006,2458,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.001}",2022-12-16,221,100.75
MAT-05110,SUP-006,8695,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0025}",2020-07-30,216,182.71
MAT-05111,SUP-006,4965,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.005}",2021-02-25,343,341.57
MAT-05112,SUP-006,4733,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0064}",2023-06-13,222,459.31
MAT-05113,SUP-006,1118,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.006}",2021-12-13,214,396.06
MAT-05114,SUP-006,7795,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0049}",2023-09-18,384,190.32
MAT-05115,SUP-006,8699,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0056}",2021-03-20,66,36.25
MAT-05116,SUP-006,2491,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.007}",2024-02-16,463,473.0
MAT-05117,SUP-006,7228,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0044}",2023-10-30,430,486.76
MAT-05118,SUP-006,7398,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0082}",2021-02-23,418,355.19
MAT-05119,SUP-006,3785,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0028}",2022-10-31,281,141.27
MAT-05120,SUP-006,2070,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.007}",2020-01-11,458,57.06
MAT-05121,SUP-006,1546,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0011}",2023-01-28,315,221.09
MAT-05122,SUP-006,1375,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.005}",2024-10-24,431,85.58
MAT-05123,SUP-006,5984,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.008}",2023-02-16,342,317.7
MAT-05124,SUP-006,8684,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0042}",2022-01-13,372,470.33
MAT-05125,SUP-006,8935,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0082}",2024-05-30,467,312.02
MAT-05126,SUP-006,4241,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0019}",2022-04-29,199,458.49
MAT-05127,SUP-006,6992,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0095}",2020-08-08,57,149.93
MAT-05128,SUP-006,5045,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0034}",2022-06-10,344,419.34
MAT-05129,SUP-006,9089,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0072}",2021-04-23,326,225.84
MAT-05130,SUP-006,1933,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0079}",2024-12-31,414,169.54
MAT-05131,SUP-006,1491,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.004}",2022-06-13,226,460.01
MAT-05132,SUP-006,4135,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0059}",2025-01-04,205,372.67
MAT-05133,SUP-006,2483,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0058}",2024-03-23,326,256.2
MAT-05134,SUP-006,5480,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0083}",2021-12-27,72,307.05
MAT-05135,SUP-006,9324,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0066}",2022-10-27,70,203.58
MAT-05136,SUP-006,6298,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0023}",2020-04-02,311,431.68
MAT-05137,SUP-006,7388,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0045}",2023-05-30,377,91.05
MAT-05138,SUP-006,5885,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0042}",2022-12-18,257,301.48
MAT-05139,SUP-006,2836,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0084}",2023-11-05,232,200.55
MAT-05140,SUP-006,9264,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0016}",2022-12-03,329,32.05
MAT-05141,SUP-006,6084,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0066}",2022-02-20,268,10.34
MAT-05142,SUP-006,1960,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0053}",2021-06-15,275,145.34
MAT-05143,SUP-006,3007,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0077}",2020-06-16,268,49.72
MAT-05144,SUP-006,2897,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0014}",2024-03-25,171,366.24
MAT-05145,SUP-006,7636,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0038}",2021-12-20,332,396.44
MAT-05146,SUP-006,9236,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0093}",2020-05-23,376,285.88
MAT-05147,SUP-006,1727,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0081}",2021-09-11,112,163.79
MAT-05148,SUP-006,4630,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.003}",2020-09-25,482,276.47
MAT-05149,SUP-006,7571,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0019}",2021-04-02,313,163.76
MAT-05150,SUP-006,1005,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0025}",2021-11-24,452,428.75
MAT-05151,SUP-006,9497,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.002}",2024-11-28,65,43.6
MAT-05152,SUP-006,6796,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0019}",2023-01-14,97,456.5
MAT-05153,SUP-006,1897,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0077}",2023-09-01,463,54.4
MAT-05154,SUP-006,2899,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0092}",2023-07-04,451,364.77
MAT-05155,SUP-006,6836,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0021}",2020-07-13,393,408.36
MAT-05156,SUP-006,4647,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0047}",2022-06-16,91,255.82
MAT-05157,SUP-006,9068,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0053}",2023-01-03,55,324.59
MAT-05158,SUP-006,3418,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0087}",2023-12-19,133,378.09
MAT-05159,SUP-006,6990,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0054}",2023-12-08,101,304.08
MAT-05160,SUP-006,3518,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.003}",2024-07-22,121,46.37
MAT-05161,SUP-006,5578,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0042}",2020-10-03,71,285.64
MAT-05162,SUP-006,1677,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0015}",2024-08-20,159,244.22
MAT-05163,SUP-006,2196,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0055}",2022-12-05,334,180.89
MAT-05164,SUP-006,8355,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0059}",2022-03-06,254,62.05
MAT-05165,SUP-006,3970,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0081}",2024-02-25,117,363.2
MAT-05166,SUP-006,4760,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.01}",2023-04-27,475,191.59
MAT-05167,SUP-006,8034,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0054}",2020-07-10,136,63.98
MAT-05168,SUP-006,8071,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0085}",2020-05-09,327,50.12
MAT-05169,SUP-006,3158,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0074}",2024-05-16,167,438.65
MAT-05170,SUP-006,4631,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0015}",2021-10-26,232,296.02
MAT-05171,SUP-006,9322,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0062}",2020-10-04,80,220.3
MAT-05172,SUP-006,4623,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0081}",2024-07-29,389,177.01
MAT-05173,SUP-006,9272,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0064}",2024-09-29,467,61.67
MAT-05174,SUP-006,7339,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.002}",2024-04-11,257,431.49
MAT-05175,SUP-006,5721,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0013}",2020-11-30,95,41.9
MAT-05176,SUP-006,4557,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0011}",2020-09-07,257,395.15
MAT-05177,SUP-006,1218,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0033}",2024-06-18,463,209.46
MAT-05178,SUP-006,9865,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0017}",2023-06-05,305,454.45
MAT-05179,SUP-006,1624,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0086}",2021-07-13,267,286.32
MAT-05180,SUP-006,5595,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0089}",2020-03-02,469,207.93
MAT-05181,SUP-006,6446,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0013}",2024-08-22,117,349.23
MAT-05182,SUP-006,5297,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0046}",2023-05-01,335,118.01
MAT-05183,SUP-006,9951,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0061}",2020-03-24,299,136.37
MAT-05184,SUP-006,5492,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0037}",2023-09-24,366,332.38
MAT-05185,SUP-006,6883,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0094}",2023-08-25,276,454.77
MAT-05186,SUP-006,6180,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0071}",2023-07-08,323,150.95
MAT-05187,SUP-006,7398,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0018}",2023-05-14,462,179.24
MAT-05188,SUP-006,2568,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0094}",2021-08-08,303,78.1
MAT-05189,SUP-006,7567,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0052}",2021-08-24,394,358.98
MAT-05190,SUP-006,6245,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0092}",2020-10-02,450,481.35
MAT-05191,SUP-006,3121,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0083}",2022-03-05,93,69.27
MAT-05192,SUP-006,7339,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0079}",2023-01-11,254,223.34
MAT-05193,SUP-006,6053,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0057}",2021-07-07,463,471.2
MAT-05194,SUP-006,7767,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0069}",2020-09-12,252,191.09
MAT-05195,SUP-006,9153,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0054}",2023-11-01,201,31.95
MAT-05196,SUP-006,6962,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0096}",2021-02-26,94,361.23
MAT-05197,SUP-006,6280,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0035}",2021-02-19,224,84.17
MAT-05198,SUP-006,7394,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.001}",2021-10-19,431,420.09
MAT-05199,SUP-006,6061,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0045}",2020-05-08,281,98.08
MAT-05200,SUP-006,1926,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.008}",2020-01-17,370,186.39
MAT-05201,SUP-006,4730,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0028}",2020-06-28,146,362.31
MAT-05202,SUP-006,5459,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0093}",2020-02-04,218,310.18
MAT-05203,SUP-006,4767,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.007}",2021-05-11,126,72.17
MAT-05204,SUP-006,3024,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0064}",2024-12-13,125,461.46
MAT-05205,SUP-006,5437,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.009}",2021-04-08,421,63.41
MAT-05206,SUP-006,2230,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0088}",2024-07-11,325,463.86
MAT-05207,SUP-006,9388,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0034}",2025-01-31,459,430.48
MAT-05208,SUP-006,8628,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0063}",2023-01-19,127,347.7
MAT-05209,SUP-006,1739,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0019}",2020-08-23,268,465.97
MAT-05210,SUP-006,4736,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.003}",2023-06-29,339,434.09
MAT-05211,SUP-006,9471,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0055}",2023-08-30,57,480.46
MAT-05212,SUP-006,7272,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0088}",2020-11-29,259,178.46
MAT-05213,SUP-006,9508,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0078}",2022-06-10,465,116.35
MAT-05214,SUP-006,6924,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0053}",2021-08-01,447,472.64
MAT-05215,SUP-006,3088,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0029}",2023-12-09,203,256.11
MAT-05216,SUP-006,3354,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0077}",2022-10-08,471,316.97
MAT-05217,SUP-006,6092,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0077}",2020-09-19,377,167.75
MAT-05218,SUP-006,2912,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0091}",2022-12-14,397,282.98
MAT-05219,SUP-006,1413,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0014}",2021-05-26,178,174.84
MAT-05220,SUP-006,9638,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0056}",2022-08-24,131,13.49
MAT-05221,SUP-006,8231,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0053}",2022-02-16,243,357.21
MAT-05222,SUP-006,3105,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0059}",2022-10-11,203,167.27
MAT-05223,SUP-006,9201,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0017}",2023-09-24,116,37.25
MAT-05224,SUP-006,6134,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0017}",2024-09-20,470,115.42
MAT-05225,SUP-006,6896,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0027}",2022-01-30,447,377.53
MAT-05226,SUP-006,7490,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0019}",2023-09-03,67,245.57
MAT-05227,SUP-006,2346,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0081}",2021-06-23,162,11.86
MAT-05228,SUP-006,1249,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0017}",2021-08-09,232,79.74
MAT-05229,SUP-006,7257,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0042}",2022-08-02,209,142.9
MAT-05230,SUP-006,4498,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0064}",2023-06-08,485,244.62
MAT-05231,SUP-006,6937,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.003}",2021-05-12,191,394.89
MAT-05232,SUP-006,3697,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0049}",2023-06-14,289,23.96
MAT-05233,SUP-006,1748,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0029}",2023-07-20,204,120.88
MAT-05234,SUP-006,9131,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0077}",2023-01-16,408,184.41
MAT-05235,SUP-006,7772,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0016}",2022-12-22,318,258.23
MAT-05236,SUP-006,9384,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0015}",2023-12-26,464,442.5
MAT-05237,SUP-006,7002,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0063}",2022-10-19,360,135.01
MAT-05238,SUP-006,8161,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0056}",2022-10-02,197,295.85
MAT-05239,SUP-006,4451,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0021}",2020-12-08,145,122.26
MAT-05240,SUP-006,6267,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.006}",2024-12-06,274,16.75
MAT-05241,SUP-006,4387,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0021}",2021-10-01,424,471.48
MAT-05242,SUP-006,9607,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0082}",2023-02-11,287,161.73
MAT-05243,SUP-006,9132,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0011}",2020-02-06,163,207.32
MAT-05244,SUP-006,6787,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0011}",2023-10-08,280,195.04
MAT-05245,SUP-006,3281,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0087}",2023-01-30,486,85.78
MAT-05246,SUP-006,9827,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0021}",2024-08-24,158,430.77
MAT-05247,SUP-006,7804,o_ring_kit,"{""grade"": ""C"", ""tolerance"": 0.0025}",2023-02-11,454,138.18
MAT-05248,SUP-006,3189,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0034}",2024-06-06,160,303.36
MAT-05249,SUP-006,1181,hydraulic_seal,"{""grade"": ""B"", ""tolerance"": 0.0075}",2022-01-07,379,297.25
MAT-05250,SUP-006,3721,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0078}",2025-01-17,255,206.43
MAT-05251,SUP-006,1531,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.0059}",2021-04-19,98,99.03
MAT-05252,SUP-006,5335,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.01}",2022-12-03,465,366.23
MAT-05253,SUP-006,2500,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0097}",2023-09-09,208,490.91
MAT-05254,SUP-006,6758,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0024}",2021-06-19,142,67.99
MAT-05255,SUP-006,4850,gasket_set,"{""grade"": ""B"", ""tolerance"": 0.006}",2020-06-29,292,381.0
MAT-05256,SUP-006,6028,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0074}",2021-04-06,454,194.37
MAT-05257,SUP-006,9667,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0017}",2022-04-21,422,175.64
MAT-05258,SUP-006,6921,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0099}",2023-02-05,462,316.46
MAT-05259,SUP-006,5227,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0017}",2021-05-20,305,291.17
MAT-05260,SUP-006,2710,hydraulic_seal,"{""grade"": ""A"", ""tolerance"": 0.0079}",2022-04-19,149,455.7
MAT-05261,SUP-006,6512,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0055}",2022-09-28,254,236.0
MAT-05262,SUP-006,9067,o_ring_kit,"{""grade"": ""B"", ""tolerance"": 0.0054}",2023-03-09,157,186.83
MAT-05263,SUP-006,7965,o_ring_kit,"{""grade"": ""A"", ""tolerance"": 0.0029}",2024-05-07,208,53.76
MAT-05264,SUP-006,2195,gasket_set,"{""grade"": ""C"", ""tolerance"": 0.0041}",2024-05-05,466,497.98
MAT-05265,SUP-006,9973,hydraulic_seal,"{""grade"": ""C"", ""tolerance"": 0.0059}",2021-09-01,141,221.85
MAT-05266,SUP-006,3134,gasket_set,"{""grade"": ""A"", ""tolerance"": 0.0028}",2023-05-27,56,342.99
